MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
13.0,9.0,5.0,74.0,28.0,1.0,0.0,1.0,2.0,2.0,1069.0,2.0,1069.0,1069.0,2.0,1.0,2.0,0.0,4.0,60.0,1.0,2.0,440.0,140000.0
11.0,5.0,4.0,52.0,12.0,1.0,0.0,1.0,2.0,1.0,928.0,3.0,928.0,928.0,0.0,1.0,3.0,0.0,4.0,37.0,2.0,1.0,288.0,112500.0
11.0,23.0,7.0,102.0,57.0,3.0,250.0,2.0,5.0,3.0,1709.0,4.0,1717.0,1717.0,2.0,2.0,5.0,1.0,4.0,93.0,1.0,4.0,908.0,255500.0
11.0,4.0,3.0,10.0,42.0,1.0,0.0,1.0,2.0,1.5797610681658467,0.0,4.0,1126.0,1126.0,2.0,2.0,3.0,0.0,1.0,79.0,2.0,2.0,520.0,108000.0
14.0,23.0,6.0,96.0,43.0,2.0,292.0,2.0,5.0,2.0,998.0,4.0,1006.0,2046.0,2.0,2.0,7.0,1.0,5.0,84.0,1.0,4.0,871.0,284000.0
2.0,3.0,4.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,993.0,2.0,1048.0,1048.0,0.0,1.0,3.0,1.0,1.0,19.0,0.0,1.0,280.0,113000.0
11.0,10.0,4.0,52.0,12.0,1.0,0.0,1.0,2.0,1.0,1092.0,2.0,1092.0,1092.0,0.0,1.0,4.0,1.0,4.0,37.0,2.0,1.0,299.0,141000.0
6.0,1.0,3.0,13.0,1.0,1.0,0.0,1.0,2.0,1.0,637.0,3.0,897.0,1336.0,0.0,1.0,5.0,0.0,0.0,92.0,0.0,1.0,570.0,108000.0
14.0,14.0,6.0,104.0,52.0,1.0,0.0,1.0,5.0,2.0,729.0,4.0,729.0,1446.0,2.0,1.0,4.0,1.0,4.0,85.0,0.0,2.0,406.0,175000.0
13.0,15.0,6.0,96.0,43.0,2.0,18.0,2.0,5.0,2.0,1374.0,4.0,1557.0,1557.0,2.0,2.0,5.0,1.0,4.0,84.0,2.0,2.0,420.0,234000.0
11.0,6.0,4.0,52.0,51.0,2.0,180.0,1.0,2.0,2.0,1392.0,2.0,1392.0,1392.0,0.0,1.0,3.0,1.0,1.0,37.0,0.0,2.0,528.0,121500.0
11.0,11.0,4.0,78.0,34.0,1.0,0.0,1.0,2.0,2.0,1389.0,3.0,1389.0,1389.0,0.0,1.0,4.0,1.0,4.0,67.0,1.0,2.0,418.0,170000.0
0.0,4.0,4.0,28.0,26.0,1.0,0.0,1.0,2.0,1.0,996.0,4.0,996.0,996.0,0.0,1.0,4.0,1.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,108000.0
6.0,4.0,5.0,76.0,1.0,1.0,0.0,1.0,1.0,2.0,1163.0,4.0,1163.0,1674.0,2.0,1.0,7.0,1.0,1.0,36.0,2.0,2.0,396.0,185000.0
14.0,24.0,6.0,91.0,38.0,1.0,0.0,2.0,5.0,2.0,1095.0,4.0,1166.0,2295.0,2.0,2.0,8.0,1.0,4.0,80.0,1.0,2.0,590.0,268000.0
9.0,8.0,5.0,31.0,1.0,1.0,0.0,1.0,5.0,2.0,806.0,2.0,841.0,1647.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,216.0,128000.0
14.0,22.0,8.0,97.0,56.0,2.0,245.0,2.0,5.0,2.0,1122.0,4.0,1134.0,2504.0,2.0,3.0,11.0,1.0,5.0,81.0,2.0,4.0,656.0,325000.0
11.0,23.0,6.0,85.0,43.0,2.0,168.0,2.0,5.0,2.0,1517.0,4.0,1535.0,1535.0,2.0,2.0,5.0,0.0,4.0,78.0,1.0,2.0,532.0,214000.0
6.0,12.0,7.0,77.0,59.0,1.0,0.0,2.0,2.0,2.0,1496.0,4.0,1496.0,2132.0,0.0,2.0,3.0,1.0,5.0,69.0,2.0,2.0,612.0,316600.0
4.0,10.0,4.0,58.0,23.0,1.0,0.0,1.0,2.0,2.0,943.0,2.0,943.0,943.0,0.0,1.0,2.0,2.0,1.0,41.0,0.0,2.0,600.0,135960.0
4.0,10.0,4.0,55.0,18.0,2.0,108.0,1.0,2.0,1.0,1728.0,2.0,1728.0,1728.0,2.0,1.0,10.0,0.0,1.0,58.0,0.0,2.0,576.0,142600.0
11.0,10.0,5.0,56.0,13.0,2.0,207.0,1.0,2.0,1.0,864.0,4.0,864.0,864.0,0.0,2.0,2.0,0.0,4.0,61.0,0.0,1.0,288.0,120000.0
14.0,21.0,6.0,106.0,59.0,1.0,0.0,1.0,5.0,3.0,846.0,3.0,846.0,1692.0,2.0,2.0,4.0,0.0,4.0,94.0,1.0,2.0,650.0,224500.0
10.0,14.0,6.0,87.0,38.0,1.0,0.0,1.0,5.0,2.0,384.0,4.0,774.0,1430.0,2.0,1.0,7.0,1.0,5.0,76.0,1.0,2.0,400.0,170000.0
10.0,10.0,4.0,26.0,50.0,2.0,82.0,1.0,2.0,1.0,372.0,2.0,576.0,1109.0,0.0,1.0,3.0,0.0,5.0,42.0,0.0,1.0,288.0,139000.0
6.0,10.0,4.0,14.0,1.0,1.0,0.0,1.0,2.0,1.0,832.0,2.0,832.0,1216.0,0.0,1.0,4.0,0.0,1.0,10.0,0.0,1.0,336.0,118500.0
6.0,8.0,6.0,35.0,1.0,1.0,0.0,1.0,1.0,1.0,861.0,3.0,877.0,1477.0,2.0,1.0,4.0,1.0,1.0,13.0,0.0,1.0,216.0,145000.0
10.0,6.0,4.0,62.0,22.0,2.0,97.0,1.0,2.0,1.0,1164.0,4.0,1320.0,1320.0,0.0,1.0,4.0,2.0,4.0,49.0,1.0,2.0,564.0,164500.0
5.0,19.0,6.0,103.0,56.0,1.0,0.0,2.0,5.0,2.0,689.0,4.0,703.0,1392.0,2.0,2.0,3.0,0.0,1.0,88.0,0.0,2.0,540.0,146000.0
6.0,5.0,4.0,41.0,3.0,2.0,335.0,1.0,1.0,1.0,1050.0,4.0,1050.0,1795.0,2.0,1.0,5.0,0.0,4.0,29.0,0.0,1.0,352.0,131500.0
11.0,10.0,5.0,66.0,49.0,2.0,85.0,1.0,2.0,1.0,1144.0,4.0,1429.0,1429.0,0.0,2.0,5.0,2.0,4.0,52.0,0.0,2.0,572.0,181900.0
11.0,23.0,7.0,110.0,59.0,2.0,306.0,3.0,5.0,3.0,2042.0,4.0,2042.0,2042.0,2.0,3.0,7.0,1.0,4.0,94.0,1.0,4.0,1390.0,253293.0
4.0,4.0,5.0,94.0,45.0,2.0,104.0,1.0,2.0,2.0,816.0,2.0,816.0,816.0,0.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,118500.0
12.0,5.0,9.0,109.0,38.0,1.0,0.0,3.0,1.0,1.0,1237.0,3.0,1521.0,2775.0,3.0,2.0,8.0,1.0,1.0,72.0,0.0,2.0,880.0,325000.0
6.0,3.0,3.0,65.0,47.0,1.0,0.0,1.0,1.0,1.0,884.0,4.0,989.0,1573.0,0.0,2.0,4.0,0.0,1.0,35.0,0.0,1.0,240.0,133000.0
11.0,21.0,7.0,97.0,57.0,2.0,208.0,2.0,5.0,3.0,1868.0,4.0,2028.0,2028.0,2.0,2.0,5.0,2.0,4.0,81.0,1.0,4.0,880.0,369900.0
0.0,3.0,5.0,76.0,38.0,1.0,0.0,1.0,1.0,1.0,816.0,4.0,838.0,838.0,0.0,0.0,3.0,0.0,1.0,32.0,2.0,1.0,275.0,130000.0
7.0,6.0,4.0,29.0,4.0,1.0,0.0,1.0,2.0,1.0,840.0,2.0,860.0,860.0,0.0,1.0,2.0,0.0,1.0,85.0,0.0,2.0,528.0,137000.0
11.0,18.0,4.0,73.0,42.0,1.0,0.0,1.0,2.0,1.0,1437.0,4.0,1473.0,1473.0,0.0,3.0,3.0,2.0,4.0,59.0,0.0,1.0,452.0,143000.0
8.0,3.0,4.0,3.0,19.0,1.0,0.0,1.0,1.0,1.0,742.0,2.0,779.0,935.0,0.0,1.0,2.0,0.0,1.0,72.0,0.0,1.0,308.0,79500.0
14.0,16.0,6.0,85.0,43.0,1.0,0.0,2.0,5.0,2.0,770.0,4.0,770.0,1582.0,2.0,2.0,4.0,0.0,4.0,78.0,1.0,2.0,520.0,185900.0
14.0,23.0,9.0,110.0,58.0,3.0,420.0,3.0,5.0,3.0,1722.0,4.0,1728.0,2296.0,2.0,3.0,10.0,1.0,5.0,95.0,1.0,4.0,842.0,451950.0
11.0,11.0,4.0,29.0,42.0,1.0,0.0,1.0,5.0,1.0,816.0,4.0,816.0,816.0,0.0,1.0,2.0,0.0,1.0,53.0,2.0,2.0,816.0,138000.0
13.0,16.0,5.0,96.0,42.0,2.0,170.0,2.0,5.0,2.0,848.0,4.0,848.0,848.0,0.0,2.0,2.0,0.0,4.0,84.0,2.0,2.0,420.0,140000.0
11.0,16.0,4.0,60.0,34.0,1.0,0.0,1.0,2.0,2.0,924.0,2.0,924.0,924.0,0.0,1.0,3.0,0.0,1.0,70.0,0.0,1.0,280.0,110000.0
11.0,22.0,7.0,97.0,57.0,2.0,238.0,2.0,5.0,2.0,1814.0,4.0,1826.0,1826.0,2.0,2.0,5.0,1.0,4.0,81.0,2.0,4.0,758.0,319000.0
9.0,5.0,5.0,11.0,55.0,1.0,0.0,1.0,2.0,1.0,684.0,4.0,684.0,1368.0,0.0,1.0,5.0,0.0,1.0,16.0,0.0,1.0,216.0,114504.0
13.0,15.0,6.0,102.0,56.0,2.0,72.0,2.0,5.0,3.0,1258.0,4.0,1402.0,1402.0,1.0,2.0,5.0,1.0,4.0,93.0,2.0,4.0,648.0,194201.0
11.0,17.0,4.0,74.0,28.0,2.0,459.0,1.0,2.0,2.0,1430.0,4.0,1647.0,1647.0,2.0,2.0,5.0,1.0,4.0,60.0,2.0,2.0,621.0,217500.0
5.0,7.0,5.0,72.0,25.0,1.0,0.0,1.0,2.0,2.0,716.0,2.0,716.0,1556.0,2.0,1.0,4.0,1.0,4.0,33.0,2.0,2.0,452.0,151000.0
14.0,23.0,7.0,97.0,50.0,2.0,280.0,2.0,5.0,2.0,1058.0,4.0,1058.0,1904.0,2.0,3.0,7.0,1.0,5.0,84.0,2.0,2.0,736.0,275000.0
6.0,1.0,5.0,27.0,1.0,1.0,0.0,1.0,5.0,1.0,780.0,2.0,780.0,1375.0,0.0,2.0,4.0,1.0,1.0,41.0,0.0,1.0,544.0,141000.0
14.0,12.0,7.0,91.0,33.0,1.0,0.0,2.0,5.0,2.0,908.0,4.0,927.0,1915.0,2.0,2.0,7.0,1.0,4.0,80.0,2.0,2.0,506.0,220000.0
5.0,19.0,6.0,85.0,50.0,1.0,0.0,2.0,5.0,2.0,600.0,4.0,600.0,1200.0,2.0,2.0,2.0,0.0,1.0,78.0,1.0,2.0,480.0,151000.0
11.0,16.0,6.0,95.0,53.0,2.0,99.0,2.0,5.0,2.0,1494.0,4.0,1494.0,1494.0,2.0,2.0,4.0,1.0,4.0,79.0,1.0,2.0,530.0,221000.0
14.0,10.0,6.0,55.0,45.0,2.0,176.0,1.0,2.0,1.0,768.0,2.0,1186.0,1986.0,2.0,1.0,5.0,3.0,4.0,45.0,0.0,2.0,486.0,205000.0
11.0,16.0,4.0,104.0,51.0,1.0,0.0,1.0,5.0,2.0,1040.0,3.0,1040.0,1040.0,0.0,2.0,4.0,0.0,1.0,76.0,0.0,2.0,576.0,152000.0
11.0,4.0,4.0,38.0,53.0,1.0,0.0,1.0,2.0,1.0,896.0,4.0,1112.0,2008.0,3.0,3.0,7.0,0.0,4.0,22.0,0.0,1.0,230.0,225000.0
9.0,17.0,7.0,93.0,48.0,1.0,0.0,1.0,5.0,2.0,965.0,2.0,1940.0,3194.0,2.0,1.0,10.0,2.0,3.0,91.0,0.0,2.0,380.0,359100.0
11.0,6.0,3.0,43.0,11.0,0.0,192.0,1.0,2.0,1.0,1029.0,3.0,1029.0,1029.0,0.0,1.0,3.0,0.0,4.0,32.0,0.0,1.0,261.0,118500.0
14.0,16.0,8.0,87.0,38.0,2.0,204.0,2.0,5.0,3.0,1440.0,4.0,1476.0,2153.0,2.0,3.0,7.0,2.0,4.0,76.0,2.0,4.0,736.0,313000.0
10.0,13.0,5.0,64.0,27.0,2.0,233.0,1.0,2.0,2.0,1032.0,2.0,1032.0,1032.0,2.0,1.0,4.0,1.0,4.0,54.0,0.0,2.0,564.0,148000.0
14.0,16.0,7.0,99.0,41.0,2.0,108.0,2.0,5.0,2.0,1299.0,4.0,1299.0,1872.0,2.0,3.0,5.0,1.0,5.0,89.0,1.0,2.0,531.0,261500.0
11.0,11.0,4.0,103.0,56.0,1.0,0.0,1.0,5.0,2.0,1120.0,4.0,1120.0,1120.0,0.0,1.0,4.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,147000.0
1.0,0.0,3.0,44.0,7.0,1.0,0.0,1.0,2.0,2.0,630.0,4.0,630.0,630.0,0.0,1.0,1.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,75500.0
7.0,10.0,5.0,49.0,17.0,2.0,156.0,1.0,5.0,1.0,936.0,4.0,1054.0,1054.0,0.0,2.0,4.0,0.0,4.0,27.0,1.0,2.0,480.0,137500.0
14.0,14.0,5.0,95.0,42.0,1.0,0.0,2.0,5.0,2.0,783.0,4.0,807.0,1509.0,2.0,2.0,5.0,1.0,4.0,79.0,2.0,2.0,393.0,183200.0
2.0,10.0,5.0,41.0,3.0,1.0,0.0,1.0,2.0,1.0,832.0,3.0,832.0,832.0,0.0,2.0,2.0,0.0,1.0,28.0,0.0,2.0,528.0,105500.0
11.0,23.0,8.0,103.0,56.0,2.0,452.0,3.0,5.0,3.0,1822.0,4.0,1828.0,1828.0,2.0,2.0,8.0,1.0,4.0,88.0,0.0,4.0,774.0,314813.0
14.0,21.0,7.0,96.0,42.0,3.0,226.0,2.0,5.0,2.0,1482.0,4.0,1482.0,2262.0,2.0,2.0,10.0,2.0,4.0,84.0,2.0,4.0,749.0,305000.0
0.0,4.0,2.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,864.0,2.0,864.0,864.0,0.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,67000.0
14.0,13.0,5.0,78.0,52.0,1.0,0.0,1.0,2.0,1.0,1522.0,2.0,1548.0,2614.0,2.0,1.0,8.0,1.0,4.0,51.0,1.0,2.0,624.0,240000.0
11.0,6.0,4.0,74.0,28.0,2.0,153.0,1.0,2.0,1.0,980.0,2.0,980.0,980.0,0.0,1.0,4.0,0.0,1.0,64.0,0.0,2.0,484.0,135000.0
5.0,19.0,5.0,87.0,38.0,2.0,513.0,2.0,5.0,2.0,756.0,4.0,756.0,1512.0,2.0,2.0,2.0,1.0,1.0,76.0,0.0,2.0,440.0,168500.0
14.0,13.0,5.0,44.0,7.0,1.0,288.0,1.0,2.0,1.0,732.0,3.0,1012.0,1790.0,0.0,1.0,7.0,1.0,4.0,50.0,1.0,2.0,484.0,165150.0
11.0,10.0,5.0,50.0,20.0,2.0,261.0,1.0,2.0,1.0,1116.0,2.0,1116.0,1116.0,0.0,1.0,3.0,0.0,4.0,28.0,0.0,2.0,440.0,160000.0
11.0,10.0,4.0,66.0,27.0,1.0,0.0,1.0,2.0,1.0,978.0,2.0,1422.0,1422.0,0.0,1.0,4.0,1.0,4.0,52.0,1.0,1.0,286.0,139900.0
10.0,10.0,5.0,32.0,7.0,2.0,164.0,1.0,2.0,1.0,1156.0,4.0,1520.0,1520.0,0.0,1.0,5.0,2.0,3.0,36.0,1.0,1.0,364.0,153000.0
14.0,10.0,4.0,63.0,26.0,2.0,192.0,1.0,5.0,2.0,1040.0,2.0,1040.0,2080.0,0.0,0.0,8.0,2.0,4.0,56.0,0.0,2.0,504.0,135000.0
10.0,10.0,5.0,67.0,29.0,2.0,259.0,1.0,2.0,1.0,1248.0,2.0,1350.0,1350.0,0.0,1.0,4.0,0.0,4.0,48.0,1.0,2.0,520.0,168500.0
9.0,5.0,4.0,83.0,36.0,1.0,0.0,1.0,1.0,0.0,636.0,2.0,1089.0,1750.0,0.0,3.0,7.0,0.0,1.0,6.0,0.0,1.0,240.0,124000.0
13.0,23.0,7.0,102.0,57.0,3.0,108.0,2.0,5.0,2.0,1554.0,4.0,1554.0,1554.0,2.0,2.0,4.0,1.0,4.0,93.0,1.0,2.0,627.0,209500.0
11.0,13.0,6.0,74.0,28.0,2.0,209.0,1.0,2.0,1.0,1386.0,2.0,1411.0,1411.0,2.0,1.0,4.0,1.0,4.0,60.0,2.0,2.0,544.0,82500.0
11.0,10.0,4.0,41.0,50.0,1.0,0.0,1.0,2.0,1.0,1056.0,2.0,1056.0,1056.0,0.0,1.0,4.0,0.0,4.0,29.0,0.0,1.0,260.0,139400.0
4.0,5.0,5.0,72.0,25.0,1.0,0.0,1.0,2.0,1.0,1056.0,3.0,1056.0,1056.0,1.0,1.0,2.0,0.0,1.0,33.0,0.0,2.0,576.0,144000.0
3.0,8.0,5.0,20.0,47.0,1.0,0.0,0.0,2.0,1.0,1440.0,4.0,1440.0,3395.0,2.0,0.0,6.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,200000.0
0.0,3.0,1.0,39.0,1.0,1.0,0.0,0.0,1.0,1.0,264.0,1.0,800.0,800.0,0.0,0.0,2.0,1.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,60000.0
3.0,5.0,4.0,41.0,3.0,1.0,0.0,1.0,2.0,1.0,811.0,2.0,811.0,1387.0,2.0,2.0,5.0,0.0,5.0,29.0,0.0,1.0,256.0,93000.0
0.0,4.0,4.0,11.0,1.0,1.0,0.0,1.0,2.0,0.0,796.0,3.0,796.0,796.0,0.0,1.0,2.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,85000.0
13.0,15.0,7.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,1520.0,4.0,1567.0,1567.0,2.0,3.0,5.0,1.0,4.0,93.0,2.0,4.0,648.0,264561.0
13.0,23.0,7.0,96.0,43.0,2.0,472.0,3.0,5.0,3.0,1518.0,4.0,1518.0,1518.0,0.0,3.0,4.0,1.0,4.0,84.0,1.0,2.0,588.0,274000.0
14.0,19.0,6.0,99.0,41.0,1.0,0.0,2.0,5.0,2.0,1057.0,4.0,1057.0,1929.0,2.0,2.0,5.0,1.0,4.0,89.0,2.0,2.0,650.0,226000.0
10.0,10.0,7.0,44.0,47.0,1.0,0.0,2.0,2.0,2.0,1952.0,3.0,2000.0,2704.0,2.0,3.0,8.0,3.0,4.0,50.0,2.0,2.0,538.0,345000.0
14.0,13.0,4.0,63.0,26.0,2.0,263.0,1.0,2.0,1.0,780.0,4.0,780.0,1620.0,2.0,1.0,5.0,0.0,4.0,56.0,2.0,2.0,462.0,152000.0
11.0,19.0,8.0,106.0,59.0,3.0,162.0,3.0,5.0,3.0,1766.0,4.0,1766.0,1766.0,2.0,3.0,5.0,1.0,4.0,94.0,2.0,4.0,478.0,370878.0
11.0,10.0,5.0,26.0,2.0,1.0,0.0,1.0,2.0,1.0,981.0,2.0,981.0,981.0,0.0,1.0,3.0,0.0,1.0,41.0,0.0,2.0,576.0,143250.0
11.0,10.0,4.0,22.0,1.0,1.0,0.0,1.0,2.0,1.5797610681658467,0.0,3.0,1048.0,1048.0,0.0,1.0,5.0,0.0,1.0,30.0,0.0,2.0,420.0,98300.0
11.0,4.0,5.0,51.0,21.0,3.0,216.0,1.0,2.0,1.0,1094.0,4.0,1094.0,1094.0,0.0,1.0,3.0,2.0,4.0,39.0,1.0,2.0,495.0,155000.0
14.0,10.0,5.0,62.0,22.0,2.0,351.0,1.0,2.0,1.0,756.0,2.0,1051.0,1839.0,0.0,1.0,5.0,1.0,4.0,49.0,0.0,2.0,442.0,155000.0
1.0,0.0,3.0,33.0,16.0,1.0,0.0,1.0,2.0,2.0,630.0,3.0,630.0,630.0,0.0,1.0,1.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,84500.0
14.0,19.0,6.0,103.0,56.0,1.4724517906336088,103.68526170798899,2.0,5.0,2.0,813.0,4.0,822.0,1665.0,2.0,2.0,5.0,0.0,4.0,88.0,1.0,2.0,562.0,205950.0
9.0,4.0,3.0,28.0,1.0,1.0,0.0,1.0,2.0,1.0,755.0,2.0,755.0,1510.0,0.0,1.0,5.0,1.0,1.0,34.0,0.0,1.0,296.0,108000.0
14.0,16.0,6.0,104.0,51.0,1.0,0.0,2.0,5.0,2.0,880.0,4.0,909.0,1716.0,2.0,2.0,5.0,1.0,4.0,85.0,1.0,2.0,512.0,191000.0
6.0,1.0,5.0,34.0,47.0,1.0,0.0,1.0,2.0,1.0,756.0,4.0,756.0,1469.0,0.0,1.0,5.0,0.0,1.0,20.0,0.0,1.0,216.0,135000.0
11.0,24.0,7.0,105.0,47.0,2.0,660.0,2.0,5.0,2.0,2109.0,4.0,2113.0,2113.0,2.0,2.0,5.0,1.0,4.0,90.0,2.0,4.0,839.0,350000.0
5.0,2.0,5.0,26.0,2.0,2.0,381.0,1.0,2.0,1.0,525.0,2.0,525.0,1092.0,0.0,1.0,4.0,0.0,1.0,42.0,0.0,1.0,264.0,88000.0
11.0,10.0,4.0,56.0,57.0,2.0,54.0,2.0,2.0,1.0,1053.0,4.0,1053.0,1053.0,0.0,2.0,3.0,0.0,4.0,61.0,1.0,1.0,312.0,145500.0
9.0,17.0,6.0,21.0,38.0,1.0,0.0,1.0,1.0,2.0,776.0,2.0,851.0,1502.0,0.0,1.0,4.0,1.0,4.0,47.0,1.0,1.0,270.0,149000.0
6.0,10.0,5.0,38.0,1.0,1.0,0.0,1.0,2.0,1.0,912.0,2.0,912.0,1458.0,0.0,1.0,4.0,1.0,4.0,22.0,0.0,1.0,330.0,97500.0
11.0,4.0,4.0,67.0,46.0,1.0,0.0,1.0,5.0,1.0,1486.0,4.0,1486.0,1486.0,0.0,1.0,5.0,0.0,1.0,59.0,2.0,2.0,480.0,167000.0
14.0,13.0,6.0,70.0,31.0,2.0,233.0,1.0,2.0,2.0,793.0,2.0,1142.0,1935.0,2.0,1.0,5.0,1.0,4.0,55.0,1.0,2.0,550.0,197900.0
14.0,24.0,7.0,100.0,50.0,2.0,528.0,2.0,5.0,2.0,1629.0,4.0,1686.0,2448.0,2.0,2.0,7.0,1.0,4.0,92.0,1.0,4.0,711.0,402000.0
11.0,10.0,5.0,73.0,24.0,2.0,216.0,1.0,2.0,0.0,1392.0,3.0,1392.0,1392.0,0.0,1.0,3.0,2.0,4.0,59.0,1.0,2.0,576.0,110000.0
7.0,4.0,3.0,44.0,7.0,1.0,0.0,1.0,2.0,2.0,1138.0,2.0,1181.0,1181.0,2.0,1.0,4.0,0.0,1.0,51.0,1.0,2.0,588.0,137500.0
11.0,19.0,7.0,97.0,57.0,1.0,0.0,2.0,5.0,3.0,2077.0,4.0,2097.0,2097.0,0.0,3.0,7.0,1.0,4.0,81.0,2.0,4.0,1134.0,423000.0
14.0,14.0,7.0,87.0,38.0,2.0,40.0,2.0,5.0,2.0,1406.0,4.0,1454.0,1936.0,2.0,2.0,5.0,1.0,4.0,76.0,1.0,2.0,504.0,230500.0
14.0,10.0,5.0,55.0,23.0,0.0,113.0,1.0,2.0,2.0,1021.0,2.0,1465.0,2380.0,2.0,1.0,5.0,1.0,0.0,45.0,0.0,2.0,596.0,129000.0
11.0,12.0,5.0,100.0,48.0,2.0,258.0,1.0,5.0,2.0,1408.0,4.0,1679.0,1679.0,2.0,2.0,5.0,1.0,4.0,92.0,1.0,2.0,575.0,193500.0
11.0,6.0,4.0,36.0,49.0,1.0,0.0,1.0,2.0,1.0,1188.0,3.0,1437.0,1437.0,0.0,1.0,4.0,1.0,1.0,73.0,0.0,2.0,576.0,168000.0
0.0,17.0,3.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,700.0,4.0,1180.0,1180.0,0.0,0.0,3.0,1.0,1.0,19.0,0.0,1.0,252.0,137500.0
14.0,16.0,5.0,97.0,50.0,1.0,0.0,2.0,5.0,2.0,738.0,4.0,738.0,1476.0,2.0,2.0,5.0,0.0,4.0,81.0,2.0,2.0,540.0,173500.0
9.0,4.0,5.0,23.0,1.0,1.0,0.0,1.0,1.0,1.0,672.0,2.0,697.0,1369.0,2.0,1.0,4.0,0.0,1.0,16.0,0.0,1.0,300.0,103600.0
11.0,20.0,5.0,74.0,28.0,1.0,0.0,2.0,2.0,2.0,1208.0,2.0,1208.0,1208.0,0.0,1.0,4.0,1.0,4.0,60.0,1.0,2.0,546.0,165000.0
11.0,17.0,5.0,52.0,43.0,2.0,106.0,1.0,5.0,1.0,1477.0,4.0,1839.0,1839.0,2.0,2.0,5.0,2.0,4.0,37.0,2.0,2.0,416.0,257500.0
11.0,10.0,5.0,55.0,18.0,1.0,0.0,1.0,2.0,1.0,1136.0,2.0,1136.0,1136.0,0.0,1.0,3.0,1.0,4.0,45.0,1.0,1.0,384.0,140000.0
5.0,9.0,5.0,64.0,27.0,1.0,0.0,1.0,2.0,1.0,855.0,2.0,855.0,1441.0,2.0,1.0,5.0,1.0,4.0,54.0,0.0,2.0,440.0,148500.0
9.0,5.0,3.0,12.0,1.0,1.0,0.0,1.0,1.0,1.0,1095.0,1.0,1095.0,1774.0,2.0,1.0,7.0,0.0,2.0,2.0,0.0,4.0,779.0,87000.0
0.0,5.0,4.0,4.0,57.0,1.0,0.0,2.0,1.0,1.0,768.0,4.0,792.0,792.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,1.0,240.0,109500.0
11.0,22.0,7.0,110.0,58.0,3.0,464.0,2.0,5.0,3.0,2046.0,4.0,2046.0,2046.0,2.0,2.0,5.0,1.0,4.0,95.0,2.0,4.0,834.0,372500.0
11.0,6.0,4.0,43.0,11.0,2.0,57.0,1.0,2.0,1.0,988.0,2.0,988.0,988.0,0.0,1.0,3.0,0.0,1.0,27.0,0.0,2.0,572.0,128500.0
13.0,12.0,5.0,72.0,25.0,1.0,0.0,1.0,2.0,2.0,923.0,2.0,923.0,923.0,2.0,1.0,3.0,1.0,4.0,33.0,1.0,1.0,264.0,143000.0
6.0,8.0,4.0,98.0,38.0,1.0,0.0,1.0,1.0,1.0,793.0,4.0,848.0,1520.0,0.0,1.0,4.0,0.0,1.0,59.0,0.0,1.0,281.0,159434.0
13.0,18.0,5.0,104.0,52.0,1.0,0.0,1.0,5.0,2.0,1291.0,4.0,1291.0,1291.0,0.0,2.0,4.0,1.0,4.0,85.0,0.0,2.0,431.0,173000.0
11.0,16.0,8.0,95.0,53.0,3.0,215.0,2.0,5.0,2.0,1626.0,4.0,1668.0,1668.0,2.0,2.0,5.0,1.0,4.0,79.0,2.0,4.0,702.0,285000.0
14.0,24.0,6.0,92.0,48.0,2.0,30.0,2.0,5.0,2.0,1195.0,3.0,1195.0,1839.0,2.0,1.0,5.0,0.0,4.0,77.0,2.0,2.0,486.0,221000.0
5.0,22.0,6.0,71.0,37.0,1.0,0.0,2.0,2.0,2.0,1190.0,3.0,1190.0,2090.0,2.0,2.0,4.0,1.0,4.0,63.0,2.0,2.0,577.0,207500.0
14.0,19.0,6.0,103.0,56.0,1.0,0.0,2.0,5.0,2.0,874.0,4.0,874.0,1761.0,3.0,2.0,5.0,0.0,4.0,88.0,2.0,2.0,578.0,227875.0
5.0,19.0,6.0,85.0,43.0,1.0,0.0,2.0,5.0,2.0,551.0,4.0,551.0,1102.0,2.0,2.0,2.0,0.0,1.0,78.0,0.0,2.0,480.0,148800.0
